age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
37,97476.0,3.2,1.0,2.5,6.0,8.0,45.0,3.0,81060.0,58350.0,2.0,2.0,4.0,6.0,6.0,9.0,1.0,8.0,10.0,1.0,1.0,Female,Tier 3,Store
23,107416.0,5.9,7.0,2.3,3.0,3.0,35.0,9.0,46914.0,17762.0,1.0,5.0,5.0,6.0,7.0,10.0,5.0,8.0,8.0,2.0,1.0,Female,Tier 2,Store
36,17580.0,5.2,7.0,2.5,1.0,4.0,40.0,18.0,9143.0,84712.0,5.0,7.0,4.0,2.0,10.0,1.0,6.0,5.0,5.0,6.0,3.0,Male,Tier 3,Store
74,137834.0,7.2,11.0,3.1,9.0,2.0,37.0,5.0,116441.0,62855.0,8.0,8.0,4.0,9.0,7.0,1.0,9.0,10.0,9.0,4.0,5.0,Male,Tier 3,Store
22,127148.0,3.9,1.0,4.6,8.0,8.0,33.0,0.0,120722.0,121755.0,1.0,4.0,3.0,10.0,5.0,9.0,2.0,5.0,5.0,7.0,7.0,Male,Tier 2,Store
20,203467.0,6.8,8.0,1.2,6.0,6.0,2.0,0.0,37173.0,11658.0,6.0,8.0,7.0,4.0,7.0,2.0,4.0,7.0,10.0,10.0,7.0,Female,Tier 2,Hybrid
76,57321.0,7.7,14.0,2.6,3.0,9.0,22.0,6.0,76858.0,123932.0,9.0,5.0,5.0,1.0,3.0,3.0,1.0,10.0,4.0,3.0,2.0,Other,Tier 3,Store
18,24386.0,5.6,5.0,3.0,5.0,8.0,42.0,15.0,16241.0,123422.0,8.0,7.0,1.0,8.0,3.0,2.0,10.0,3.0,2.0,7.0,9.0,Male,Tier 2,Store
75,68171.0,7.0,13.0,2.0,9.0,4.0,16.0,3.0,99088.0,83838.0,8.0,4.0,2.0,4.0,3.0,5.0,6.0,1.0,10.0,10.0,6.0,Female,Tier 3,Store
77,165594.0,4.0,9.0,3.9,7.0,8.0,28.0,15.0,94225.0,85577.0,5.0,3.0,7.0,8.0,3.0,1.0,7.0,10.0,2.0,5.0,5.0,Other,Tier 3,Store
55,211604.0,5.2,8.0,1.9,2.0,1.0,0.0,6.0,116708.0,61014.0,9.0,5.0,5.0,1.0,3.0,10.0,5.0,4.0,7.0,9.0,8.0,Other,Tier 1,Store
32,237832.0,3.3,3.0,3.4,6.0,9.0,2.0,17.0,3479.0,78738.0,7.0,6.0,6.0,8.0,8.0,8.0,7.0,2.0,9.0,4.0,9.0,Female,Tier 2,Store
51,160707.0,10.7,1.0,4.1,9.0,5.0,13.0,14.0,31656.0,146600.0,7.0,3.0,6.0,6.0,10.0,8.0,3.0,10.0,8.0,1.0,6.0,Male,Tier 2,Store
78,146743.0,8.5,3.0,3.0,10.0,4.0,10.0,8.0,45996.0,23648.0,5.0,1.0,7.0,10.0,10.0,1.0,3.0,4.0,3.0,7.0,3.0,Other,Tier 1,Store
52,48545.0,9.3,14.0,2.3,1.0,5.0,29.0,10.0,93814.0,11969.0,9.0,0.0,4.0,3.0,2.0,3.0,7.0,5.0,7.0,3.0,1.0,Female,Tier 3,Online
66,200151.0,8.4,2.0,3.1,5.0,1.0,20.0,6.0,78865.0,66700.0,4.0,3.0,7.0,3.0,5.0,9.0,9.0,2.0,4.0,6.0,10.0,Other,Tier 3,Store
42,41855.0,4.7,2.0,2.0,9.0,2.0,15.0,6.0,3416.0,5004.0,6.0,3.0,6.0,7.0,8.0,5.0,10.0,10.0,7.0,3.0,3.0,Female,Tier 3,Hybrid
41,50790.0,2.9,11.0,1.6,3.0,2.0,45.0,2.0,4611.0,124573.0,4.0,6.0,1.0,8.0,3.0,6.0,6.0,8.0,9.0,1.0,8.0,Female,Tier 3,Store
29,66012.0,5.2,4.0,3.0,3.0,9.0,8.0,6.0,77798.0,56350.0,1.0,3.0,4.0,9.0,1.0,6.0,1.0,1.0,3.0,8.0,8.0,Male,Tier 3,Store
35,132827.0,7.0,2.0,3.5,10.0,6.0,1.0,2.0,111504.0,43475.0,1.0,7.0,6.0,2.0,7.0,8.0,8.0,2.0,5.0,6.0,10.0,Other,Tier 2,Store
32,29260.0,5.4,8.0,2.6,9.0,3.0,25.0,11.0,99470.0,121848.0,9.0,0.0,3.0,9.0,1.0,8.0,9.0,3.0,5.0,1.0,7.0,Female,Tier 2,Store
61,211211.0,1.5,5.0,3.2,3.0,4.0,41.0,2.0,56153.0,61384.0,2.0,0.0,1.0,8.0,10.0,4.0,2.0,4.0,6.0,10.0,9.0,Female,Tier 2,Store
33,16074.0,7.5,1.0,5.5,9.0,1.0,2.0,6.0,77339.0,129376.0,7.0,0.0,7.0,10.0,7.0,5.0,7.0,3.0,5.0,3.0,1.0,Male,Tier 1,Store
44,188748.0,2.8,6.0,4.1,10.0,7.0,14.0,5.0,124216.0,108420.0,4.0,4.0,6.0,6.0,9.0,5.0,6.0,5.0,10.0,1.0,2.0,Female,Tier 1,Store
25,155547.0,5.2,12.0,1.8,3.0,7.0,11.0,14.0,135753.0,10216.0,8.0,2.0,1.0,5.0,7.0,2.0,2.0,8.0,9.0,3.0,7.0,Male,Tier 3,Store
77,224486.0,9.5,7.0,2.7,8.0,8.0,18.0,9.0,137436.0,36115.0,1.0,3.0,3.0,2.0,9.0,10.0,3.0,7.0,7.0,4.0,8.0,Female,Tier 2,Store
63,161192.0,6.1,13.0,2.9,10.0,1.0,40.0,4.0,64556.0,73749.0,1.0,9.0,4.0,5.0,7.0,9.0,7.0,4.0,10.0,1.0,7.0,Female,Tier 1,Store
42,169219.0,8.2,1.0,1.4,9.0,9.0,13.0,8.0,139903.0,39133.0,5.0,1.0,3.0,4.0,8.0,9.0,5.0,5.0,10.0,5.0,5.0,Male,Tier 3,Store
34,16986.0,6.7,13.0,3.3,3.0,2.0,14.0,16.0,84164.0,9591.0,1.0,4.0,3.0,6.0,7.0,8.0,8.0,3.0,7.0,5.0,9.0,Male,Tier 3,Hybrid
46,178502.0,4.0,12.0,1.5,1.0,1.0,22.0,18.0,77871.0,42592.0,1.0,4.0,2.0,1.0,5.0,1.0,9.0,2.0,10.0,4.0,9.0,Other,Tier 1,Store
70,70479.0,7.5,3.0,3.4,9.0,1.0,10.0,16.0,33621.0,133319.0,9.0,4.0,5.0,9.0,5.0,1.0,9.0,7.0,8.0,3.0,10.0,Female,Tier 2,Store
25,229038.0,5.9,9.0,5.0,7.0,8.0,42.0,8.0,16040.0,77545.0,10.0,4.0,3.0,1.0,9.0,3.0,7.0,10.0,5.0,8.0,3.0,Male,Tier 3,Store
32,145833.0,3.0,13.0,2.3,6.0,3.0,2.0,16.0,47106.0,17901.0,6.0,0.0,1.0,2.0,8.0,4.0,8.0,2.0,5.0,2.0,7.0,Male,Tier 2,Store
44,17176.0,2.7,14.0,3.1,4.0,6.0,42.0,0.0,90499.0,120635.0,9.0,3.0,1.0,6.0,7.0,10.0,2.0,9.0,3.0,9.0,7.0,Other,Tier 3,Store
63,99258.0,6.8,7.0,2.9,5.0,6.0,0.0,7.0,17979.0,36665.0,3.0,5.0,4.0,2.0,2.0,8.0,6.0,3.0,2.0,6.0,8.0,Female,Tier 1,Store
67,130188.0,10.3,14.0,1.3,7.0,2.0,3.0,18.0,132529.0,61124.0,5.0,7.0,1.0,4.0,6.0,8.0,1.0,8.0,1.0,4.0,10.0,Male,Tier 3,Store
69,99153.0,3.8,13.0,1.5,9.0,2.0,20.0,8.0,112095.0,118622.0,6.0,9.0,7.0,9.0,6.0,5.0,3.0,5.0,4.0,2.0,1.0,Male,Tier 2,Store
24,207990.0,4.1,12.0,3.0,6.0,1.0,24.0,7.0,63610.0,33139.0,9.0,7.0,2.0,10.0,8.0,3.0,6.0,5.0,6.0,10.0,3.0,Male,Tier 1,Store
20,173187.0,6.8,4.0,2.7,4.0,9.0,19.0,5.0,87634.0,54988.0,8.0,5.0,3.0,6.0,3.0,1.0,2.0,7.0,5.0,9.0,5.0,Male,Tier 3,Store
46,248984.0,3.4,6.0,2.3,4.0,1.0,9.0,14.0,61885.0,136065.0,7.0,6.0,7.0,8.0,9.0,9.0,5.0,8.0,9.0,4.0,2.0,Female,Tier 3,Store
61,92442.0,10.7,6.0,3.7,10.0,6.0,17.0,14.0,126082.0,88538.0,6.0,0.0,4.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,Male,Tier 3,Store
70,55002.0,4.3,12.0,3.1,3.0,9.0,32.0,5.0,68317.0,130500.0,10.0,6.0,2.0,8.0,6.0,2.0,6.0,5.0,8.0,4.0,1.0,Other,Tier 2,Store
41,72124.0,5.0,3.0,5.4,2.0,6.0,34.0,14.0,91884.0,124108.0,10.0,3.0,5.0,6.0,5.0,9.0,2.0,2.0,4.0,5.0,2.0,Other,Tier 3,Store
77,152682.0,4.4,2.0,1.3,4.0,6.0,24.0,17.0,102952.0,37760.0,8.0,0.0,3.0,1.0,6.0,8.0,2.0,9.0,3.0,6.0,10.0,Other,Tier 2,Store
75,64752.0,7.9,5.0,2.0,6.0,4.0,2.0,5.0,25225.0,94934.0,4.0,7.0,7.0,8.0,1.0,3.0,1.0,2.0,10.0,2.0,8.0,Male,Tier 1,Store
20,93947.0,10.3,8.0,4.4,1.0,5.0,49.0,17.0,133978.0,82109.0,7.0,9.0,6.0,4.0,7.0,8.0,9.0,8.0,10.0,3.0,9.0,Other,Tier 2,Store
37,133972.0,4.6,3.0,4.7,2.0,1.0,12.0,17.0,81480.0,141915.0,1.0,6.0,4.0,8.0,7.0,2.0,8.0,10.0,6.0,9.0,3.0,Other,Tier 3,Store
63,89716.0,7.7,5.0,1.4,8.0,3.0,34.0,18.0,49997.0,41489.0,3.0,9.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,8.0,9.0,Female,Tier 1,Store
32,194065.0,3.4,14.0,2.0,3.0,6.0,24.0,19.0,114153.0,137925.0,10.0,7.0,3.0,2.0,9.0,2.0,7.0,1.0,5.0,7.0,6.0,Male,Tier 3,Store
42,25073.0,7.9,3.0,2.3,1.0,2.0,17.0,12.0,10045.0,31980.0,6.0,0.0,7.0,7.0,6.0,8.0,5.0,1.0,7.0,3.0,4.0,Other,Tier 1,Store
47,52251.0,9.5,14.0,4.3,2.0,1.0,29.0,10.0,70476.0,80950.0,3.0,7.0,1.0,2.0,1.0,3.0,8.0,8.0,9.0,9.0,1.0,Female,Tier 1,Store
31,111496.0,8.9,7.0,2.3,3.0,1.0,39.0,14.0,14257.0,53253.0,7.0,9.0,3.0,6.0,5.0,10.0,5.0,10.0,3.0,6.0,5.0,Male,Tier 1,Store
24,217509.0,6.3,6.0,2.3,2.0,1.0,45.0,5.0,75815.0,134687.0,10.0,0.0,4.0,6.0,10.0,5.0,7.0,3.0,8.0,1.0,4.0,Male,Tier 3,Store
34,53897.0,3.9,6.0,2.2,4.0,10.0,29.0,10.0,88131.0,108588.0,8.0,9.0,6.0,6.0,7.0,7.0,5.0,2.0,3.0,4.0,1.0,Female,Tier 3,Store
79,196978.0,6.0,1.0,2.6,4.0,10.0,23.0,3.0,95448.0,56491.0,8.0,8.0,4.0,9.0,10.0,5.0,1.0,3.0,8.0,10.0,1.0,Male,Tier 3,Store
61,66616.0,5.4,2.0,2.9,10.0,1.0,25.0,14.0,111856.0,147291.0,1.0,6.0,6.0,10.0,8.0,3.0,1.0,10.0,3.0,4.0,6.0,Female,Tier 2,Store
37,19482.0,5.1,6.0,4.9,2.0,6.0,0.0,15.0,148485.0,100050.0,4.0,7.0,7.0,5.0,4.0,3.0,1.0,5.0,10.0,2.0,3.0,Female,Tier 2,Store
53,122990.0,6.4,8.0,4.4,1.0,10.0,32.0,13.0,21566.0,64440.0,5.0,9.0,6.0,7.0,9.0,5.0,10.0,8.0,7.0,1.0,10.0,Male,Tier 3,Store
26,237036.0,5.9,5.0,1.1,3.0,4.0,7.0,4.0,24000.0,5052.0,9.0,4.0,4.0,7.0,5.0,4.0,1.0,2.0,3.0,6.0,10.0,Female,Tier 3,Online
55,219008.0,7.4,12.0,2.3,4.0,4.0,11.0,14.0,120569.0,96625.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,6.0,2.0,5.0,Female,Tier 3,Store
65,185646.0,7.4,2.0,2.5,6.0,4.0,7.0,9.0,37396.0,143004.0,2.0,3.0,6.0,2.0,1.0,3.0,5.0,3.0,10.0,8.0,3.0,Other,Tier 2,Store
74,58284.0,5.9,5.0,1.9,5.0,8.0,10.0,5.0,65928.0,33093.0,6.0,8.0,7.0,7.0,9.0,10.0,7.0,7.0,1.0,10.0,5.0,Female,Tier 3,Store
77,87932.0,6.9,9.0,3.8,2.0,7.0,13.0,15.0,84050.0,80813.0,1.0,7.0,3.0,5.0,3.0,4.0,6.0,2.0,4.0,3.0,9.0,Female,Tier 3,Store
39,22338.0,8.6,6.0,4.3,4.0,5.0,17.0,15.0,143991.0,4258.0,2.0,1.0,4.0,5.0,10.0,8.0,8.0,7.0,9.0,4.0,2.0,Male,Tier 1,Online
71,188790.0,4.9,13.0,1.9,6.0,7.0,43.0,18.0,54987.0,145025.0,2.0,6.0,1.0,2.0,3.0,8.0,3.0,5.0,3.0,1.0,10.0,Other,Tier 3,Store
70,158572.0,6.0,13.0,2.5,4.0,8.0,39.0,2.0,70527.0,21891.0,9.0,6.0,7.0,8.0,7.0,5.0,3.0,1.0,3.0,6.0,2.0,Male,Tier 3,Online
70,157617.0,3.9,5.0,3.7,7.0,10.0,0.0,19.0,79025.0,35860.0,8.0,6.0,6.0,4.0,3.0,3.0,7.0,5.0,4.0,1.0,4.0,Male,Tier 2,Store
19,76480.0,7.0,10.0,3.9,6.0,8.0,20.0,17.0,56466.0,110616.0,10.0,2.0,4.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,3.0,Female,Tier 3,Store
41,151313.0,6.4,6.0,1.8,6.0,7.0,9.0,18.0,65207.0,45922.0,8.0,1.0,6.0,10.0,5.0,2.0,5.0,4.0,8.0,8.0,4.0,Other,Tier 2,Store
25,235386.0,6.9,13.0,3.1,10.0,7.0,36.0,1.0,130907.0,79322.0,6.0,0.0,5.0,2.0,9.0,9.0,2.0,1.0,9.0,7.0,7.0,Other,Tier 3,Store
28,168893.0,4.0,12.0,1.6,2.0,9.0,28.0,8.0,2335.0,20796.0,8.0,7.0,6.0,3.0,8.0,1.0,8.0,6.0,6.0,9.0,10.0,Male,Tier 1,Store
30,19695.0,7.5,14.0,3.9,7.0,5.0,45.0,0.0,11040.0,24756.0,6.0,0.0,4.0,10.0,2.0,8.0,5.0,2.0,6.0,3.0,8.0,Other,Tier 1,Online
34,223138.0,6.2,11.0,1.6,9.0,8.0,39.0,3.0,84152.0,60229.0,3.0,1.0,6.0,6.0,2.0,2.0,2.0,8.0,3.0,6.0,1.0,Female,Tier 3,Store
25,29318.0,8.1,12.0,2.6,6.0,2.0,23.0,3.0,16964.0,100874.0,10.0,5.0,2.0,8.0,1.0,2.0,9.0,8.0,3.0,1.0,10.0,Other,Tier 3,Store
38,65934.0,5.1,9.0,1.9,8.0,8.0,43.0,5.0,21086.0,23812.0,10.0,6.0,1.0,6.0,1.0,9.0,3.0,5.0,7.0,4.0,2.0,Male,Tier 1,Online
35,168403.0,7.4,7.0,1.2,6.0,1.0,35.0,5.0,125775.0,80029.0,5.0,6.0,7.0,9.0,1.0,2.0,1.0,3.0,9.0,6.0,3.0,Female,Tier 2,Store
47,136282.0,6.9,10.0,1.8,6.0,9.0,17.0,18.0,86556.0,68265.0,2.0,9.0,5.0,5.0,6.0,10.0,3.0,5.0,3.0,4.0,3.0,Male,Tier 3,Store
35,198744.0,9.0,3.0,2.1,4.0,1.0,14.0,7.0,82199.0,80164.0,9.0,1.0,2.0,8.0,7.0,9.0,8.0,5.0,8.0,5.0,8.0,Female,Tier 3,Store
63,106891.0,5.8,10.0,4.1,6.0,8.0,31.0,7.0,132517.0,82450.0,7.0,7.0,6.0,7.0,9.0,8.0,4.0,8.0,8.0,7.0,7.0,Male,Tier 3,Store
64,222932.0,4.9,10.0,1.9,10.0,3.0,37.0,19.0,129416.0,86525.0,1.0,2.0,1.0,9.0,1.0,6.0,8.0,3.0,3.0,9.0,10.0,Female,Tier 1,Store
48,239757.0,5.0,5.0,2.6,4.0,4.0,42.0,12.0,113648.0,109402.0,5.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0,1.0,1.0,5.0,Other,Tier 2,Store
55,83754.0,3.8,4.0,1.6,10.0,10.0,44.0,8.0,50850.0,7277.0,4.0,1.0,4.0,3.0,7.0,6.0,10.0,5.0,9.0,5.0,9.0,Other,Tier 2,Online
49,100677.0,5.0,11.0,3.7,6.0,7.0,19.0,18.0,108772.0,72724.0,7.0,0.0,4.0,3.0,7.0,1.0,5.0,2.0,10.0,3.0,5.0,Male,Tier 3,Store
28,117320.0,1.3,5.0,3.9,1.0,10.0,33.0,6.0,79463.0,28052.0,8.0,0.0,4.0,8.0,3.0,9.0,1.0,10.0,2.0,4.0,1.0,Other,Tier 1,Store
62,148909.0,8.7,8.0,3.5,7.0,3.0,8.0,19.0,109511.0,73888.0,7.0,6.0,1.0,4.0,5.0,8.0,10.0,9.0,6.0,7.0,9.0,Male,Tier 2,Store
42,140261.0,9.9,11.0,2.0,2.0,9.0,40.0,7.0,94826.0,7135.0,4.0,8.0,3.0,10.0,8.0,7.0,4.0,4.0,8.0,5.0,3.0,Male,Tier 2,Online
50,120338.0,5.7,14.0,1.6,6.0,3.0,33.0,10.0,73849.0,142370.0,2.0,5.0,6.0,3.0,5.0,1.0,7.0,3.0,9.0,5.0,1.0,Female,Tier 2,Store
77,55077.0,6.9,6.0,1.3,9.0,8.0,34.0,2.0,9281.0,77115.0,5.0,7.0,6.0,2.0,2.0,8.0,2.0,9.0,1.0,2.0,6.0,Male,Tier 2,Store
55,94915.0,6.3,4.0,3.5,10.0,8.0,26.0,16.0,88471.0,74815.0,3.0,2.0,2.0,6.0,8.0,8.0,8.0,1.0,7.0,2.0,4.0,Male,Tier 2,Store
58,150311.0,3.4,5.0,1.9,3.0,3.0,41.0,4.0,91327.0,114344.0,1.0,1.0,4.0,9.0,2.0,1.0,1.0,1.0,8.0,4.0,1.0,Male,Tier 2,Store
25,232420.0,8.1,11.0,3.6,4.0,3.0,17.0,5.0,127509.0,5262.0,10.0,1.0,4.0,10.0,2.0,3.0,9.0,8.0,1.0,9.0,5.0,Female,Tier 2,Online
28,44669.0,8.4,7.0,1.4,5.0,10.0,20.0,14.0,8095.0,34910.0,6.0,0.0,7.0,1.0,6.0,8.0,5.0,5.0,7.0,10.0,10.0,Female,Tier 3,Store
39,63624.0,3.9,14.0,2.2,8.0,5.0,17.0,8.0,101142.0,144856.0,3.0,6.0,3.0,8.0,10.0,3.0,3.0,10.0,4.0,1.0,8.0,Other,Tier 2,Store
68,90147.0,6.7,8.0,1.9,10.0,8.0,26.0,18.0,145838.0,141230.0,6.0,8.0,6.0,4.0,9.0,4.0,4.0,9.0,2.0,8.0,3.0,Male,Tier 3,Store
41,150222.0,5.5,5.0,1.6,6.0,6.0,30.0,5.0,3294.0,31822.0,4.0,2.0,1.0,4.0,5.0,8.0,5.0,3.0,8.0,5.0,2.0,Female,Tier 1,Hybrid
58,157181.0,8.4,2.0,0.2,8.0,5.0,27.0,7.0,67373.0,130878.0,6.0,3.0,3.0,8.0,2.0,8.0,6.0,4.0,7.0,8.0,8.0,Male,Tier 3,Store
34,245822.0,5.8,6.0,0.8,3.0,5.0,32.0,11.0,97769.0,146109.0,5.0,1.0,7.0,9.0,7.0,10.0,4.0,6.0,8.0,10.0,7.0,Other,Tier 3,Store
29,172088.0,5.9,9.0,4.0,3.0,6.0,14.0,15.0,67476.0,49748.0,1.0,7.0,4.0,4.0,7.0,6.0,9.0,8.0,6.0,10.0,4.0,Male,Tier 1,Store
74,158008.0,9.6,3.0,1.4,9.0,8.0,44.0,19.0,72919.0,136554.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,4.0,7.0,5.0,10.0,Male,Tier 2,Store
63,157108.0,3.4,7.0,3.4,6.0,6.0,46.0,2.0,19283.0,63659.0,2.0,4.0,4.0,5.0,5.0,9.0,10.0,9.0,4.0,3.0,8.0,Male,Tier 3,Store
49,185308.0,6.5,8.0,2.5,8.0,7.0,35.0,15.0,9153.0,8709.0,1.0,2.0,3.0,7.0,6.0,5.0,6.0,4.0,7.0,5.0,5.0,Male,Tier 1,Online
32,160093.0,6.2,6.0,2.1,4.0,9.0,18.0,14.0,20003.0,83395.0,5.0,0.0,2.0,2.0,5.0,3.0,5.0,8.0,2.0,4.0,5.0,Other,Tier 3,Store
33,51943.0,4.8,12.0,1.9,5.0,7.0,34.0,10.0,26971.0,36020.0,6.0,0.0,1.0,1.0,9.0,8.0,6.0,3.0,4.0,8.0,7.0,Male,Tier 2,Store
71,128694.0,10.1,3.0,2.4,9.0,9.0,31.0,5.0,110407.0,112376.0,2.0,3.0,5.0,4.0,5.0,7.0,1.0,4.0,4.0,6.0,8.0,Male,Tier 2,Store
39,249456.0,6.7,1.0,3.4,7.0,10.0,44.0,1.0,141298.0,20657.0,9.0,1.0,3.0,9.0,8.0,6.0,8.0,5.0,3.0,7.0,4.0,Male,Tier 3,Online
45,227079.0,7.3,3.0,0.9,5.0,1.0,38.0,6.0,55758.0,62617.0,6.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,Male,Tier 2,Store
37,196088.0,7.6,11.0,2.4,7.0,3.0,11.0,15.0,70898.0,106791.0,10.0,8.0,6.0,10.0,9.0,1.0,6.0,6.0,4.0,2.0,7.0,Male,Tier 2,Store
50,169316.0,5.4,6.0,3.0,9.0,6.0,28.0,0.0,69972.0,37844.0,2.0,2.0,3.0,7.0,6.0,5.0,8.0,1.0,2.0,9.0,4.0,Other,Tier 3,Hybrid
27,209099.0,8.5,11.0,3.5,3.0,3.0,33.0,12.0,94160.0,88495.0,2.0,0.0,1.0,2.0,3.0,6.0,10.0,9.0,3.0,1.0,10.0,Female,Tier 3,Store
57,138351.0,8.1,4.0,3.8,3.0,2.0,15.0,3.0,77178.0,28654.0,3.0,0.0,2.0,8.0,8.0,6.0,5.0,10.0,9.0,5.0,5.0,Female,Tier 3,Store
49,53985.0,5.8,1.0,2.3,4.0,5.0,21.0,0.0,143628.0,90507.0,6.0,3.0,2.0,4.0,8.0,4.0,4.0,3.0,1.0,4.0,2.0,Other,Tier 2,Store
67,147574.0,7.9,6.0,0.7,10.0,1.0,7.0,4.0,6328.0,124978.0,8.0,8.0,7.0,4.0,10.0,4.0,9.0,4.0,6.0,8.0,7.0,Male,Tier 2,Store
77,68836.0,8.5,1.0,3.0,7.0,5.0,11.0,15.0,137642.0,124157.0,1.0,2.0,1.0,6.0,1.0,3.0,4.0,10.0,7.0,7.0,8.0,Female,Tier 3,Store
50,114714.0,7.6,12.0,2.3,5.0,8.0,33.0,18.0,28894.0,131048.0,2.0,3.0,1.0,1.0,8.0,2.0,5.0,10.0,7.0,6.0,10.0,Other,Tier 1,Store
19,18770.0,4.3,8.0,4.1,5.0,9.0,15.0,11.0,27092.0,134246.0,3.0,3.0,1.0,9.0,3.0,6.0,3.0,6.0,9.0,6.0,6.0,Other,Tier 1,Store
50,57865.0,5.8,3.0,2.8,4.0,10.0,46.0,8.0,27423.0,37625.0,3.0,9.0,3.0,1.0,5.0,3.0,4.0,10.0,4.0,8.0,8.0,Other,Tier 2,Store
50,68811.0,7.0,3.0,4.1,8.0,6.0,8.0,5.0,87356.0,113439.0,5.0,3.0,4.0,3.0,1.0,8.0,10.0,9.0,7.0,10.0,6.0,Female,Tier 2,Store
58,19001.0,6.5,14.0,1.8,3.0,4.0,26.0,8.0,46755.0,17217.0,7.0,3.0,5.0,6.0,10.0,2.0,1.0,5.0,8.0,2.0,10.0,Female,Tier 3,Store
30,75848.0,4.5,1.0,4.1,2.0,3.0,46.0,1.0,52286.0,91502.0,6.0,3.0,6.0,9.0,5.0,8.0,9.0,1.0,8.0,9.0,4.0,Female,Tier 2,Store
47,67635.0,5.4,3.0,2.7,4.0,8.0,34.0,0.0,60780.0,64335.0,7.0,3.0,3.0,9.0,2.0,9.0,10.0,3.0,3.0,2.0,2.0,Other,Tier 2,Store
50,35946.0,6.7,7.0,3.0,8.0,2.0,10.0,9.0,139510.0,124904.0,1.0,4.0,2.0,5.0,6.0,4.0,1.0,6.0,6.0,6.0,4.0,Male,Tier 3,Store
30,212206.0,3.0,10.0,0.3,4.0,8.0,18.0,2.0,47163.0,57157.0,7.0,6.0,2.0,9.0,6.0,5.0,8.0,1.0,4.0,1.0,8.0,Female,Tier 1,Store
69,110852.0,6.0,8.0,3.9,8.0,7.0,30.0,17.0,19941.0,28434.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,7.0,10.0,Male,Tier 3,Store
43,106103.0,7.4,11.0,2.3,5.0,2.0,14.0,11.0,127831.0,63254.0,10.0,3.0,2.0,5.0,4.0,5.0,5.0,10.0,5.0,1.0,1.0,Male,Tier 2,Store
39,238116.0,6.6,8.0,3.1,9.0,2.0,26.0,14.0,59452.0,7378.0,5.0,6.0,1.0,8.0,7.0,8.0,8.0,10.0,10.0,6.0,10.0,Female,Tier 1,Hybrid
56,58744.0,4.3,3.0,2.1,2.0,2.0,32.0,13.0,17364.0,127692.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,6.0,1.0,1.0,4.0,Other,Tier 3,Store
19,132729.0,4.6,5.0,4.0,8.0,1.0,6.0,9.0,71795.0,111599.0,10.0,4.0,3.0,5.0,9.0,10.0,1.0,1.0,5.0,9.0,3.0,Female,Tier 3,Store
55,185231.0,9.0,1.0,2.8,7.0,7.0,22.0,5.0,91821.0,3442.0,3.0,4.0,1.0,8.0,1.0,10.0,9.0,10.0,7.0,10.0,4.0,Male,Tier 2,Online
56,241884.0,4.1,9.0,2.7,2.0,8.0,35.0,19.0,79788.0,51297.0,5.0,7.0,4.0,5.0,7.0,7.0,5.0,2.0,1.0,3.0,5.0,Male,Tier 2,Store
43,38671.0,8.4,8.0,5.0,5.0,7.0,21.0,19.0,111965.0,111859.0,3.0,9.0,4.0,5.0,7.0,5.0,8.0,2.0,6.0,9.0,9.0,Male,Tier 3,Store
63,162522.0,4.8,10.0,0.0,6.0,4.0,0.0,11.0,127212.0,129082.0,8.0,6.0,6.0,2.0,4.0,7.0,1.0,7.0,6.0,6.0,10.0,Male,Tier 2,Store
75,160980.0,8.3,2.0,2.0,9.0,9.0,26.0,8.0,145381.0,23479.0,7.0,2.0,5.0,8.0,9.0,8.0,9.0,1.0,1.0,1.0,2.0,Male,Tier 1,Online
67,203347.0,7.1,10.0,2.3,8.0,2.0,10.0,3.0,65027.0,108012.0,2.0,1.0,6.0,3.0,3.0,8.0,2.0,1.0,4.0,9.0,1.0,Male,Tier 2,Store
32,190430.0,5.3,1.0,1.4,7.0,5.0,11.0,3.0,108335.0,77406.0,7.0,5.0,3.0,9.0,9.0,7.0,1.0,5.0,10.0,10.0,3.0,Other,Tier 3,Store
51,195119.0,2.5,13.0,2.9,1.0,2.0,20.0,1.0,47658.0,60399.0,8.0,4.0,6.0,9.0,6.0,2.0,7.0,6.0,6.0,10.0,6.0,Female,Tier 3,Store
59,181590.0,6.8,13.0,0.8,10.0,3.0,7.0,6.0,73502.0,15765.0,5.0,8.0,3.0,3.0,4.0,1.0,9.0,2.0,8.0,5.0,1.0,Female,Tier 1,Online
